	study	output_type	pk	tissue	substance_name	pktype	unit	interventions	individual_pk	value	group_pk	mean	se	cv	time_unit	time	sd	figure	auc_end	kel	max	min	median	category	route	unit_intervention	substance_name_intervention	value_intervention	time_unit_intervention	time_intervention	form	application	choice	se_intervention	min_intervention	max_intervention	subject_type	subject_pk	('study', '')	('subject_name', '')	('species', 'choice')	('species', 'count')	('healthy', 'choice')	('healthy', 'count')	('sex', 'choice')	('sex', 'count')	('sex', 'unit')	('age', 'count')	('age', 'cv')	('age', 'max')	('age', 'mean')	('age', 'median')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('smoking', 'choice')	('smoking', 'count')	('smoking', 'unit')	('weight', 'count')	('weight', 'cv')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('abstinence', 'choice')	('abstinence', 'count')	('abstinence', 'mean')	('abstinence', 'min')	('abstinence', 'unit')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('medication', 'choice')	('medication', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('disease', 'choice')	('disease', 'count')	('bmi', 'count')	('bmi', 'cv')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'median')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'se')	('bmi', 'unit')	('bmi', 'value')	('smoking amount (cigarettes)', 'count')	('smoking amount (cigarettes)', 'cv')	('smoking amount (cigarettes)', 'max')	('smoking amount (cigarettes)', 'mean')	('smoking amount (cigarettes)', 'min')	('smoking amount (cigarettes)', 'sd')	('smoking amount (cigarettes)', 'se')	('smoking amount (cigarettes)', 'unit')	('smoking amount (cigarettes)', 'value')	('blood pressure', 'count')	('blood pressure', 'max')	('blood pressure', 'unit')	('smoking duration (years)', 'count')	('smoking duration (years)', 'mean')	('smoking duration (years)', 'min')	('smoking duration (years)', 'unit')	('phenotype', 'choice')	('phenotype', 'count')	('fasted', 'count')	('fasted', 'max')	('fasted', 'mean')	('fasted', 'min')	('fasted', 'unit')	('alcohol abstinence', 'choice')	('alcohol abstinence', 'count')	('alcohol abstinence', 'min')	('alcohol abstinence', 'unit')	('caffeine amount', 'count')	('caffeine amount', 'cv')	('caffeine amount', 'max')	('caffeine amount', 'mean')	('caffeine amount', 'min')	('caffeine amount', 'sd')	('caffeine amount', 'se')	('caffeine amount', 'unit')	('medication type', 'choice')	('medication type', 'count')	('height', 'count')	('height', 'cv')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'se')	('height', 'unit')	('height', 'value')	('CYP2D6 genotype', 'choice')	('CYP2D6 genotype', 'count')	('obesity index', 'count')	('obesity index', 'cv')	('obesity index', 'max')	('obesity index', 'mean')	('obesity index', 'min')	('obesity index', 'sd')	('obesity index', 'se')	('obesity index', 'unit')	('obese', 'choice')	('obese', 'count')	('obese', 'unit')	('caffeine amount (beverages)', 'count')	('caffeine amount (beverages)', 'max')	('caffeine amount (beverages)', 'unit')	('caffeine amount (beverages)', 'value')	('glucose', 'count')	('glucose', 'cv')	('glucose', 'max')	('glucose', 'mean')	('glucose', 'min')	('glucose', 'sd')	('glucose', 'se')	('glucose', 'unit')	('consumption', 'choice')	('consumption', 'count')	('consumption', 'cv')	('consumption', 'max')	('consumption', 'mean')	('consumption', 'min')	('consumption', 'se')	('consumption', 'unit')	('caffeine', 'choice')	('caffeine', 'count')	('smoking amount (packyears)', 'count')	('smoking amount (packyears)', 'min')	('smoking amount (packyears)', 'unit')	('disease duration', 'count')	('disease duration', 'cv')	('disease duration', 'max')	('disease duration', 'mean')	('disease duration', 'min')	('disease duration', 'sd')	('disease duration', 'se')	('disease duration', 'unit')	('HbA1c', 'count')	('HbA1c', 'cv')	('HbA1c', 'max')	('HbA1c', 'mean')	('HbA1c', 'min')	('HbA1c', 'se')	('HbA1c', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('insulin', 'count')	('insulin', 'cv')	('insulin', 'mean')	('insulin', 'sd')	('insulin', 'se')	('insulin', 'unit')	('LDL-C', 'count')	('LDL-C', 'cv')	('LDL-C', 'mean')	('LDL-C', 'se')	('LDL-C', 'unit')	('LDL-H', 'count')	('LDL-H', 'cv')	('LDL-H', 'mean')	('LDL-H', 'se')	('LDL-H', 'unit')	('triglyceride', 'count')	('triglyceride', 'cv')	('triglyceride', 'mean')	('triglyceride', 'se')	('triglyceride', 'unit')	('cholesterol', 'count')	('cholesterol', 'cv')	('cholesterol', 'mean')	('cholesterol', 'se')	('cholesterol', 'unit')	('body surface area', 'count')	('body surface area', 'cv')	('body surface area', 'max')	('body surface area', 'mean')	('body surface area', 'min')	('body surface area', 'sd')	('body surface area', 'se')	('body surface area', 'unit')	('percent fat', 'count')	('percent fat', 'cv')	('percent fat', 'mean')	('percent fat', 'sd')	('percent fat', 'se')	('percent fat', 'unit')	('muscle weight', 'count')	('muscle weight', 'cv')	('muscle weight', 'mean')	('muscle weight', 'sd')	('muscle weight', 'se')	('muscle weight', 'unit')	('genetics', 'choice')	('genetics', 'count')	('glucagon', 'count')	('glucagon', 'cv')	('glucagon', 'mean')	('glucagon', 'sd')	('glucagon', 'se')	('glucagon', 'unit')	('lean body mass', 'count')	('lean body mass', 'cv')	('lean body mass', 'mean')	('lean body mass', 'sd')	('lean body mass', 'se')	('lean body mass', 'unit')	('metabolic ratio', 'count')	('metabolic ratio', 'max')	('metabolic ratio', 'mean')	('metabolic ratio', 'min')	('metabolic ratio', 'unit')	('fat weight', 'count')	('fat weight', 'cv')	('fat weight', 'mean')	('fat weight', 'se')	('fat weight', 'unit')
10	Shord2009	timecourses	1294	plasma	codeine	concentration	µg/ml	658			260.0	[7.87e-05 3.98e-02 5.49e-02 5.04e-02 2.52e-02 1.41e-02]	[    nan 0.00623 0.00509 0.00344 0.00201 0.00172]	[  nan 0.768 0.454 0.334 0.39  0.598]	h	[0.0128 0.501  1.07   1.98   4.03   6.01  ]	[    nan 0.0305  0.0249  0.0168  0.00983 0.00842]	/media/data/Shord2009_Fig2.png	0.2009866295674116	0.2878936070222001				dosing	oral	mg	codeine	30.0			tablet						group	260	Shord2009	Group2	homo sapiens	54	N	54.0	('M', 'F')	(9, 15)		24.0	0.452		31.0			14.0	2.86	yr																								afroamerican	54			sickle cell	54.0																													54.0			8.0	h													CCM	54.0										('*29/*29', '*other/*17', '*other/*29', '*17/*17', '*other/*other')	(1, 2, 4, 4, 13)																																																																																																																											
11	Shord2009	timecourses	1293	plasma	codeine	concentration	µg/ml	658			259.0	[0.000779 0.0657   0.0735   0.0553   0.0298   0.0172  ]	[    nan 0.00666 0.00551 0.00481 0.00365 0.00269]	[  nan 0.555 0.411 0.476 0.672 0.855]	h	[0.0128 0.501  1.07   1.98   4.03   6.01  ]	[   nan 0.0365 0.0302 0.0263 0.02   0.0147]	/media/data/Shord2009_Fig2.png	0.2482124608979573	0.2936459589728461				dosing	oral	mg	codeine	30.0			tablet						group	259	Shord2009	Group1	homo sapiens	54	N	54.0	('M', 'F')	(9, 21)		30.0	0.4		30.0			12.0	2.19	yr																								afroamerican	54			sickle cell	54.0																													54.0			8.0	h													CCM	54.0										('*other/*41', '*17/*17', '*other/*29', '*other/*17', '*other/*other')	(1, 1, 2, 5, 21)																																																																																																																											
12	Vree1992	timecourses	2179	plasma	codeine	concentration	µg/ml	1073	2117.0	[0.0143 0.0697 0.0357 0.0209 0.0127]					h	[0.979 1.92  3.02  4.43  5.95 ]		/media/data/Vree1992_Fig3.png	0.1628136399233448	0.4125713441282077				dosing	oral	mg	codeine	22.0	h	0.0							individual	2117	Vree1992	7	homo sapiens	8			M	1		8.0		50.0			20.0			yr					1.0								kg	83.0						N		N	8.0	caucasian	1																																																																																																																																																																																									
13	Vree1992	timecourses	2174	plasma	codeine	concentration	µg/ml	1073	2114.0	[0.0362 0.0396 0.0286 0.0117]					h	[1.33 2.19 3.05 4.87]		/media/data/Vree1992_Fig2.png	0.09838717543853401	0.4593698386276883				dosing	oral	mg	codeine	22.0	h	0.0							individual	2114	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0	caucasian	1																																																																																																																																																																																									
14	Kirchner2007	timecourses	926	plasma	codeine	concentration	µg/ml	632			242.0	"[0.000937 0.039    0.0431   0.0375   0.0287   0.0227   0.0227   0.012
 0.00791  0.00474  0.00344  0.000938]"	"[    nan 0.00974 0.00667 0.00631 0.0074  0.00559 0.00307 0.0018  0.00199
 0.00199 0.00126     nan]"	[  nan 0.432 0.268 0.292 0.447 0.426 0.234 0.259 0.434 0.726 0.637   nan]	h	[ 0.   0.5  1.   1.5  2.   3.   4.   6.   8.  10.  12.  24. ]	"[    nan 0.0169  0.0116  0.0109  0.0128  0.00969 0.00531 0.00312 0.00344
 0.00344 0.00219     nan]"	/media/data/Kirchheiner2007_Fig1a.png	0.2174341832625	0.17109251860429686				dosing	oral	mg	codeine	30.0	h	0.0							group	242	Kirchner2007	PM	homo sapiens	26	Y	26.0	M	26		26.0		65.0			18.0			yr															('medication', 'grapefruit juice')	(26, 26)		('3.00e+00', '3.00e+00')	('day', 'week')	N				caucasian	26	Y	26.0			26.0		30.0			20.0			kg/m^2																									Y	26.0	3.0	day																																																																																																																									CYP2D6 poor metabolizer	3.0																						
15	Kirchner2007	timecourses	925	plasma	codeine	concentration	µg/ml	632			243.0	"[0.000625 0.0422   0.0437   0.0365   0.0321   0.0259   0.0202   0.0114
 0.00792  0.00536  0.00344  0.000628]"	"[     nan 0.00857  0.00612  0.00443  0.0033   0.00254  0.00236  0.00123
 0.000471 0.000659 0.000565 0.000282]"	[  nan 0.674 0.465 0.402 0.34  0.326 0.387 0.357 0.197 0.408 0.544 1.49 ]	h	[ 0.   0.5  1.   1.5  2.   3.   4.   6.   8.  10.  12.  24. ]	"[     nan 0.0284   0.0203   0.0147   0.0109   0.00844  0.00781  0.00407
 0.00156  0.00219  0.00187  0.000937]"	/media/data/Kirchheiner2007_Fig1a.png	0.21886165	0.1870713446717072				dosing	oral	mg	codeine	30.0	h	0.0							group	243	Kirchner2007	EM	homo sapiens	26	Y	26.0	M	26		26.0		65.0			18.0			yr															('medication', 'grapefruit juice')	(26, 26)		('3.00e+00', '3.00e+00')	('day', 'week')	N				caucasian	26	Y	26.0			26.0		30.0			20.0			kg/m^2																									Y	26.0	3.0	day																																																																																																																									CYP2D6 wild type	11.0																						
16	Kirchner2007	timecourses	924	plasma	codeine	concentration	µg/ml	632			244.0	"[0.00125  0.0275   0.0362   0.0346   0.0331   0.0262   0.0193   0.0114
 0.00698  0.00412  0.00187  0.000937]"	"[     nan 0.00595  0.00433  0.00162  0.00226  0.00235  0.00144  0.00108
 0.000812 0.000722 0.000269      nan]"	[  nan 0.75  0.414 0.162 0.236 0.311 0.259 0.329 0.403 0.608 0.497   nan]	h	[ 0.   0.5  1.   1.5  2.   3.   4.   6.   8.  10.  12.  24. ]	"[     nan 0.0206   0.015    0.00563  0.00782  0.00813  0.005    0.00375
 0.00281  0.0025   0.000932      nan]"	/media/data/Kirchheiner2007_Fig1a.png	0.19310815	0.1772101904935751				dosing	oral	mg	codeine	30.0	h	0.0							group	244	Kirchner2007	UM	homo sapiens	26	Y	26.0	M	26		26.0		65.0			18.0			yr															('medication', 'grapefruit juice')	(26, 26)		('3.00e+00', '3.00e+00')	('day', 'week')	N				caucasian	26	Y	26.0			26.0		30.0			20.0			kg/m^2																									Y	26.0	3.0	day																																																																																																																									CYP2D6 duplication	12.0																						
17	Kronstrand2001	timecourses	948	plasma	codeine	concentration	ng/g	634			245.0		[  nan  7.51 10.    6.83  5.01  4.1   2.73  1.82  2.96  1.59   nan]		h	[ 0.   1.2  2.1  3.3  4.6  5.7  7.   9.3 13.9 18.6 21.5]	[  nan 22.5  30.   20.5  15.   12.3   8.19  5.46  8.87  4.78   nan]	/media/data/Kronstrand2001_Fig1.png	1571.2252600000006	0.19849257140635831			"[3.40e-03 1.15e+02 1.86e+02 1.57e+02 1.34e+02 1.17e+02 9.95e+01 7.82e+01
 4.67e+01 2.40e+01 1.44e+00]"	dosing	oral	mg	codeine	100.0	h	0.0							group	245	Kronstrand2001	all	homo sapiens	9	Y	9.0	('M', 'F')	(3, 6)															9.0			63.0					kg											caucasian	9	Y	9.0																													EM	9.0																																																																																																																																																									
18	Vree1992	timecourses	2179	plasma	codeine	concentration	µg/ml	1073	2117.0	[0.0143 0.0697 0.0357 0.0209 0.0127]					h	[0.979 1.92  3.02  4.43  5.95 ]		/media/data/Vree1992_Fig3.png	0.1628136399233448	0.4125713441282077				dosing	oral	mg/kg	codeine	0.26506024096385544	h	0.0							individual	2117	Vree1992	7	homo sapiens	8			M	1		8.0		50.0			20.0			yr					1.0								kg	83.0						N		N	8.0	caucasian	1																																																																																																																																																																																									
19	Vree1992	timecourses	2174	plasma	codeine	concentration	µg/ml	1073	2114.0	[0.0362 0.0396 0.0286 0.0117]					h	[1.33 2.19 3.05 4.87]		/media/data/Vree1992_Fig2.png	0.09838717543853401	0.4593698386276883				dosing	oral	mg/kg	codeine	0.3235294117647059	h	0.0							individual	2114	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0	caucasian	1																																																																																																																																																																																									
20	Vree1992	timecourses	2179	plasma	codeine	concentration	µg/ml/kg	1073	2117.0	[0.00017229 0.00083976 0.00043012 0.00025181 0.00015301]					h	[0.979 1.92  3.02  4.43  5.95 ]		/media/data/Vree1992_Fig3.png	0.1628136399233448	0.4125713441282077				dosing	oral	mg	codeine	22.0	h	0.0							individual	2117	Vree1992	7	homo sapiens	8			M	1		8.0		50.0			20.0			yr					1.0								kg	83.0						N		N	8.0	caucasian	1																																																																																																																																																																																									
21	Vree1992	timecourses	2174	plasma	codeine	concentration	µg/ml/kg	1073	2114.0	[0.00053235 0.00058235 0.00042059 0.00017206]					h	[1.33 2.19 3.05 4.87]		/media/data/Vree1992_Fig2.png	0.09838717543853401	0.4593698386276883				dosing	oral	mg	codeine	22.0	h	0.0							individual	2114	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0	caucasian	1																																																																																																																																																																																									
22	Vree1992	timecourses	2179	plasma	codeine	concentration	µg/ml/kg	1073	2117.0	[0.00017229 0.00083976 0.00043012 0.00025181 0.00015301]					h	[0.979 1.92  3.02  4.43  5.95 ]		/media/data/Vree1992_Fig3.png	0.1628136399233448	0.4125713441282077				dosing	oral	mg/kg	codeine	0.26506024096385544	h	0.0							individual	2117	Vree1992	7	homo sapiens	8			M	1		8.0		50.0			20.0			yr					1.0								kg	83.0						N		N	8.0	caucasian	1																																																																																																																																																																																									
23	Vree1992	timecourses	2174	plasma	codeine	concentration	µg/ml/kg	1073	2114.0	[0.00053235 0.00058235 0.00042059 0.00017206]					h	[1.33 2.19 3.05 4.87]		/media/data/Vree1992_Fig2.png	0.09838717543853401	0.4593698386276883				dosing	oral	mg/kg	codeine	0.3235294117647059	h	0.0							individual	2114	Vree1992	4	homo sapiens	8			F	1		8.0		50.0			20.0			yr					1.0								kg	68.0								N	8.0	caucasian	1																																																																																																																																																																																									
24	Mohammed1993	timecourses	1230	plasma	codeine	concentration	µg/ml	648			251.0	"[0.00159 0.0146  0.106   0.143   0.125   0.106   0.0857  0.0659  0.0506
 0.0318  0.0222  0.00991 0.00534     nan     nan]"	"[0.000182 0.00227  0.0197   0.0118   0.0077   0.00573  0.0119   0.0122
 0.0114        nan 0.0051   0.00289  0.00156       nan      nan]"	"[0.256 0.347 0.416 0.184 0.138 0.121 0.31  0.416 0.505   nan 0.514 0.652
 0.652   nan   nan]"	h	"[ 0.235  0.329  0.472  0.757  1.5    2.04   3.04   4.01   5.01   6.01
  7.99   9.98  12.       nan    nan]"	"[0.000407 0.00508  0.0441   0.0263   0.0172   0.0128   0.0265   0.0274
 0.0256        nan 0.0114   0.00646  0.00348       nan      nan]"	/media/data/Mohammed1993_Fig1.png						dosing	oral	mg/kg	codeine	0.9090909090909092	h	0.0							group	251	Mohammed1993	sickle cell	homo sapiens	10	N	5.0				5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr					5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg													Y	10.0	sickle cell	5.0																																																																																																																																																																																					
25	Mohammed1993	timecourses	1229	plasma	codeine	concentration	µg/ml	648			252.0	"[0.00165 0.0136  0.0421  0.143   0.199   0.159   0.13    0.118   0.0958
 0.0764  0.0644  0.0451  0.0346  0.0232  0.0123 ]"	"[    nan 0.0334      nan 0.0454  0.0473  0.0378  0.0118      nan 0.0159
 0.0127  0.0137  0.00747 0.00652 0.00283 0.00217]"	"[  nan 5.49    nan 0.711 0.531 0.532 0.204   nan 0.37  0.37  0.476 0.37
 0.422 0.272 0.396]"	h	"[ 0.235  0.303  0.337  0.475  0.811  1.12   1.53   2.01   2.99   4.09
  5.12   5.99   7.99  10.    12.   ]"	"[    nan 0.0747      nan 0.101   0.106   0.0846  0.0264      nan 0.0355
 0.0283  0.0307  0.0167  0.0146  0.00632 0.00486]"	/media/data/Mohammed1993_Fig1.png	0.7389840558499999	0.226825178873512				dosing	oral	mg/kg	codeine	0.8	h	0.0							group	252	Mohammed1993	healthy	homo sapiens	10	Y	5.0				5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr					5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg													Y	10.0																																																																																																																																																																																							
26	Kim2002	timecourses	910	plasma	codeine	concentration	µg/ml	628			238.0	[0.00416 0.0748  0.179   0.125   0.0624  0.0166  0.0166  0.0166 ]	[nan nan nan nan nan nan nan nan]	[nan nan nan nan nan nan nan nan]	h	[ 0.103  0.671  1.14   2.17   4.13   8.16  11.5   23.8  ]		/media/data/Kim2002_Fig1A.png	0.8412655949845196	0.10068264779510573				dosing	oral	mg	codeine	327600.0	h	0.0							group	238	Kim2002	all_16	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)		19.0	0.138	43.0	34.8		23.0		1.1	yr					19.0	0.19	106.0	78.0		56.6		3.4	kg		drug	19		2.00e+01	day			N	19	('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																																									
27	Kim2002	timecourses	909	plasma	codeine	concentration	µg/ml	630			239.0	[0.     0.328  0.399  0.32   0.183  0.0665 0.0333 0.0166]	[nan nan nan nan nan nan nan nan]	[nan nan nan nan nan nan nan nan]	h	[ 0.258  0.671  1.19   2.17   4.13   8.16  11.7   23.8  ]		/media/data/Kim2002_Fig1A.png	2.0831900749656893	0.1426005300677664				dosing	oral	mg	codeine	655200.0	h	0.0							group	239	Kim2002	all_14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)		19.0	0.138	43.0	34.8		23.0		1.1	yr					19.0	0.19	106.0	78.0		56.6		3.4	kg		drug	19		2.00e+01	day			N	19	('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																																									
28	Kim2002	timecourses	910	plasma	codeine	concentration	µg/ml/kg	628			238.0	"[5.3333333e-05 9.5897436e-04 2.2948720e-03 1.6025641e-03 7.9999998e-04
 2.1282051e-04 2.1282051e-04 2.1282051e-04]"	[nan nan nan nan nan nan nan nan]	[nan nan nan nan nan nan nan nan]	h	[ 0.103  0.671  1.14   2.17   4.13   8.16  11.5   23.8  ]		/media/data/Kim2002_Fig1A.png	0.8412655949845196	0.10068264779510573				dosing	oral	mg/kg	codeine	4200.0	h	0.0							group	238	Kim2002	all_16	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)		19.0	0.138	43.0	34.8		23.0		1.1	yr					19.0	0.19	106.0	78.0		56.6		3.4	kg		drug	19		2.00e+01	day			N	19	('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																																									
29	Kim2002	timecourses	909	plasma	codeine	concentration	µg/ml/kg	630			239.0	"[0.         0.00420513 0.00511538 0.00410256 0.00234615 0.00085256
 0.00042692 0.00021282]"	[nan nan nan nan nan nan nan nan]	[nan nan nan nan nan nan nan nan]	h	[ 0.258  0.671  1.19   2.17   4.13   8.16  11.7   23.8  ]		/media/data/Kim2002_Fig1A.png	2.0831900749656893	0.1426005300677664				dosing	oral	mg/kg	codeine	8400.0	h	0.0							group	239	Kim2002	all_14	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)		19.0	0.138	43.0	34.8		23.0		1.1	yr					19.0	0.19	106.0	78.0		56.6		3.4	kg		drug	19		2.00e+01	day			N	19	('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																																									
30	Mohammed1993	timecourses	1230	plasma	codeine	concentration	µg/ml/kg	648			251.0	"[2.4090910e-05 2.2121213e-04 1.6060607e-03 2.1666668e-03 1.8939395e-03
 1.6060607e-03 1.2984849e-03 9.9848490e-04 7.6666666e-04 4.8181822e-04
 3.3636365e-04 1.5015151e-04 8.0909093e-05           nan           nan]"	"[2.7575759e-06 3.4393943e-05 2.9848487e-04 1.7878789e-04 1.1666667e-04
 8.6818181e-05 1.8030305e-04 1.8484848e-04 1.7272728e-04           nan
 7.7272729e-05 4.3787877e-05 2.3636365e-05           nan           nan]"	"[0.00387879 0.00525758 0.00630303 0.00278788 0.00209091 0.00183333
 0.00469697 0.00630303 0.00765152        nan 0.00778788 0.00987879
 0.00987879        nan        nan]"	h	"[ 0.235  0.329  0.472  0.757  1.5    2.04   3.04   4.01   5.01   6.01
  7.99   9.98  12.       nan    nan]"	"[6.1666669e-06 7.6969700e-05 6.6818186e-04 3.9848487e-04 2.6060609e-04
 1.9393940e-04 4.0151516e-04 4.1515153e-04 3.8787880e-04           nan
 1.7272728e-04 9.7878787e-05 5.2727275e-05           nan           nan]"	/media/data/Mohammed1993_Fig1.png						dosing	oral	mg	codeine	60.0	h	0.0							group	251	Mohammed1993	sickle cell	homo sapiens	10	N	5.0				5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr					5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg													Y	10.0	sickle cell	5.0																																																																																																																																																																																					
31	Mohammed1993	timecourses	1229	plasma	codeine	concentration	µg/ml/kg	648			252.0	"[2.2000000e-05 1.8133334e-04 5.6133338e-04 1.9066668e-03 2.6533334e-03
 2.1200001e-03 1.7333333e-03 1.5733334e-03 1.2773334e-03 1.0186667e-03
 8.5866672e-04 6.0133333e-04 4.6133334e-04 3.0933335e-04 1.6400000e-04]"	"[          nan 4.4533334e-04           nan 6.0533336e-04 6.3066668e-04
 5.0400000e-04 1.5733334e-04           nan 2.1200001e-04 1.6933333e-04
 1.8266667e-04 9.9600002e-05 8.6933331e-05 3.7733334e-05 2.8933335e-05]"	"[       nan 0.0732            nan 0.00948    0.00708    0.00709333
 0.00272           nan 0.00493333 0.00493333 0.00634667 0.00493333
 0.00562667 0.00362667 0.00528   ]"	h	"[ 0.235  0.303  0.337  0.475  0.811  1.12   1.53   2.01   2.99   4.09
  5.12   5.99   7.99  10.    12.   ]"	"[          nan 9.9600002e-04           nan 1.3466667e-03 1.4133333e-03
 1.1280001e-03 3.5200000e-04           nan 4.7333335e-04 3.7733334e-04
 4.0933336e-04 2.2266667e-04 1.9466667e-04 8.4266670e-05 6.4800006e-05]"	/media/data/Mohammed1993_Fig1.png	0.7389840558499999	0.226825178873512				dosing	oral	mg	codeine	60.0	h	0.0							group	252	Mohammed1993	healthy	homo sapiens	10	Y	5.0				5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr					5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg													Y	10.0																																																																																																																																																																																							
32	Mohammed1993	timecourses	1230	plasma	codeine	concentration	µg/ml/kg	648			251.0	"[2.4090910e-05 2.2121213e-04 1.6060607e-03 2.1666668e-03 1.8939395e-03
 1.6060607e-03 1.2984849e-03 9.9848490e-04 7.6666666e-04 4.8181822e-04
 3.3636365e-04 1.5015151e-04 8.0909093e-05           nan           nan]"	"[2.7575759e-06 3.4393943e-05 2.9848487e-04 1.7878789e-04 1.1666667e-04
 8.6818181e-05 1.8030305e-04 1.8484848e-04 1.7272728e-04           nan
 7.7272729e-05 4.3787877e-05 2.3636365e-05           nan           nan]"	"[0.00387879 0.00525758 0.00630303 0.00278788 0.00209091 0.00183333
 0.00469697 0.00630303 0.00765152        nan 0.00778788 0.00987879
 0.00987879        nan        nan]"	h	"[ 0.235  0.329  0.472  0.757  1.5    2.04   3.04   4.01   5.01   6.01
  7.99   9.98  12.       nan    nan]"	"[6.1666669e-06 7.6969700e-05 6.6818186e-04 3.9848487e-04 2.6060609e-04
 1.9393940e-04 4.0151516e-04 4.1515153e-04 3.8787880e-04           nan
 1.7272728e-04 9.7878787e-05 5.2727275e-05           nan           nan]"	/media/data/Mohammed1993_Fig1.png						dosing	oral	mg/kg	codeine	0.9090909090909092	h	0.0							group	251	Mohammed1993	sickle cell	homo sapiens	10	N	5.0				5.0	0.13	25.0	23.0		18.0	3.0	1.34	yr					5.0	0.258	88.0	66.0		48.0	17.0	7.6	kg													Y	10.0	sickle cell	5.0																																																																																																																																																																																					
33	Mohammed1993	timecourses	1229	plasma	codeine	concentration	µg/ml/kg	648			252.0	"[2.2000000e-05 1.8133334e-04 5.6133338e-04 1.9066668e-03 2.6533334e-03
 2.1200001e-03 1.7333333e-03 1.5733334e-03 1.2773334e-03 1.0186667e-03
 8.5866672e-04 6.0133333e-04 4.6133334e-04 3.0933335e-04 1.6400000e-04]"	"[          nan 4.4533334e-04           nan 6.0533336e-04 6.3066668e-04
 5.0400000e-04 1.5733334e-04           nan 2.1200001e-04 1.6933333e-04
 1.8266667e-04 9.9600002e-05 8.6933331e-05 3.7733334e-05 2.8933335e-05]"	"[       nan 0.0732            nan 0.00948    0.00708    0.00709333
 0.00272           nan 0.00493333 0.00493333 0.00634667 0.00493333
 0.00562667 0.00362667 0.00528   ]"	h	"[ 0.235  0.303  0.337  0.475  0.811  1.12   1.53   2.01   2.99   4.09
  5.12   5.99   7.99  10.    12.   ]"	"[          nan 9.9600002e-04           nan 1.3466667e-03 1.4133333e-03
 1.1280001e-03 3.5200000e-04           nan 4.7333335e-04 3.7733334e-04
 4.0933336e-04 2.2266667e-04 1.9466667e-04 8.4266670e-05 6.4800006e-05]"	/media/data/Mohammed1993_Fig1.png	0.7389840558499999	0.226825178873512				dosing	oral	mg/kg	codeine	0.8	h	0.0							group	252	Mohammed1993	healthy	homo sapiens	10	Y	5.0				5.0	0.0435	24.0	23.0		22.0	1.0	0.447	yr					5.0	0.147	88.0	75.0		58.0	11.0	4.92	kg													Y	10.0																																																																																																																																																																																							
34	Kim2002	timecourses	910	plasma	codeine	concentration	µg/ml/kg	628			238.0	"[5.3333333e-05 9.5897436e-04 2.2948720e-03 1.6025641e-03 7.9999998e-04
 2.1282051e-04 2.1282051e-04 2.1282051e-04]"	[nan nan nan nan nan nan nan nan]	[nan nan nan nan nan nan nan nan]	h	[ 0.103  0.671  1.14   2.17   4.13   8.16  11.5   23.8  ]		/media/data/Kim2002_Fig1A.png	0.8412655949845196	0.10068264779510573				dosing	oral	mg	codeine	327600.0	h	0.0							group	238	Kim2002	all_16	homo sapiens	19	Y	19.0	('F', 'M')	(7, 12)		19.0	0.138	43.0	34.8		23.0		1.1	yr					19.0	0.19	106.0	78.0		56.6		3.4	kg		drug	19		2.00e+01	day			N	19	('hispanic', 'caucasian', 'african')	(2, 3, 14)																																																																																																																																																																																									
